movie_title,year,episode,song_title,artists,song_id,track_id
protocol,1984,nan,dynamite,jermaine jackson,104036.0,584208.0
the killing of a chinese bookie,1976,nan,i can't give you anything but love,jimmy mchugh+meade roberts+others,790989.0,668154.0
true to the army,1942,nan,i can't give you anything but love,jimmy mchugh,790989.0,703877.0
voyage of the damned,1976,nan,i can't give you anything but love,jimmy mchugh+dorothy fields,790989.0,715255.0
winged victory,1944,nan,i can't give you anything but love,jimmy mchugh,790989.0,725248.0
johnny doesnt live here anymore,1944,nan,i can't give you anything but love,jimmy mchugh,790989.0,493405.0
texaco star theatre starring milton berle,1948,(#2.11),i can't give you anything but love,jimmy mchugh+phil regan,790989.0,234583.0
catch me if you can,2002,nan,i can't give you anything but love,jimmy mchugh,790989.0,386646.0
top of the pops,1964,(2000-11-10),beautiful inside (radio edit),louise redknapp+julie morrison+cathi ogden+wu-tang clan,416148.0,303466.0
the wire,"[2002, 1982]",not for attribution (#5.3),red gold & green,hugh mundell,899232.0,285127.0
shindig!,"[1964, 1975]",(#1.40),hold me,jack little+dave oppenheim+ira schuster+p.j. proby,64950.0,210734.0
new wave hits of the 80s: just cant get enough vol. 2,"[1994, 1983]",nan,lies,tom bailey+alannah currie+joe leeway+the thompson twins,219479.0,555384.0
cold case,"[2003, 1980]",baby blues (#4.4),shining star,the manhattans,198544.0,47216.0
que sea rock,"[2006, 1973]",nan,hombres de hierro,leï¿½n gieco,864653.0,586523.0
cold case,"[2003, 1983]",gleen (#1.2),straight from the heart,bryan adams+eric kagna,68461.0,47438.0
hes just not that into you,2009,nan,i can feel the fire,ronnie wood+arrangement with warner music group film+tv licensing,827357.0,465951.0
later... with jools holland,"[1992, 2003]",(#23.2),vibrate,rufus wainwright,904881.0,136316.0
knight rider,"[1982, 1983]",killer k.i.t.t. (#4.13),finally found a home (24-bit digitally remastered 99),huey lewis and the news,435794.0,129791.0
fever pitch,"[2005, 2004]",nan,tessie,the dropkick murphys,633413.0,438524.0
step into liquid,"[2003, 2000]",nan,life is a miracle,pato banton,404395.0,629881.0
grand theft auto: liberty city stories,"[2005, 1994]",nan,feel what you want (danny dove & steve smart remix),kristine w+rob dougan+roland rollo armstrong,591130.0,457713.0
coast to coast,"[1980, 1979]",nan,you're only lonely,j.d. souther,366030.0,394639.0
un nuevo modo de amar,"[1968, 1961]",nan,et maintenant,gilbert bï¿½caud,802965.0,707560.0
venus rising,"[1995, 1991]",nan,millenium,william orbit,611005.0,712848.0
rize,"[2005, 1998]",nan,tell him,lauryn hill+arrangement with sony music licensing,243683.0,595781.0
the vampire diaries,"[2009, 2010]",isobel (#1.21),giving up the gun,vampire weekend,554339.0,281335.0
unplugged,1989,los tres (#6.11),el arrepentido,roberto parra+los tres,282106.0,309983.0
une vie de chat,"[2010, 1959]",nan,i wished on the moon (78 rpm version),dorothy parker+ralph rainger+billie holiday,683850.0,709138.0
stranded in canton,"[2005, 1959]",nan,i wished on the moon,dorothy parker+ralph rainger+billie holiday,683850.0,631771.0
independent lens,1999,negroes with guns: rob williams and black power (#7.13),a change is gonna come (album version),sam cooke  /abkco music inc.+otis redding,591403.0,120323.0
torch song,"[1993, 1957]",nan,when i fall in love,victor young+edward heyman+nat king cole,17012.0,700252.0
when i fall in love,"[1951, 1957]",nan,when i fall in love,nat king cole,17012.0,721648.0
war  inc.,"[2008, 1995]",nan,suicide nation (95 demo version),anders bjï¿½rler+jonas bjï¿½rler+tomas lindberg+at the gates,745140.0,717557.0
cinderella,1957,nan,in my own little corner,richard rodgers+julie andrews,507932.0,392229.0
golden ladder,"[1957, 1956]",nan,the wayward wind,gogi grant,416612.0,454726.0
the o.c.,"[2003, 2002]",the outsider (#1.5),the way we get by,spoon,841890.0,258655.0
syrjï¿½hyppyjï¿½,"[1996, 1961]",nan,blue angel,roy orbison,263649.0,637784.0
britney spears live from miami,"[2004, 2003]",nan,touch of my hand,britney spears+james harry+balewa muhammad+sheppard solomon,275973.0,377549.0
el canto del loco - personas: la pelï¿½cula,2008,nan,la suerte de mi vida,dani martï¿½n+david otero+el canto del loco,135866.0,426293.0
the bachelorette,"[2003, 2008]",(#5.2),ride,martina mcbride,74599.0,236682.0
postman pat: the movie,"[2014, 2001]",nan,lovin' each day,ronan keating,388766.0,581258.0
dï¿½moni,1985,nan,save our souls,mï¿½tley crï¿½e+arrangement with warner special products,110118.0,423877.0
midnight heat,"[2007, 1987]",nan,shattered dreams,clark datchler+johnny hates jazz,339387.0,540423.0
cold case,"[2003, 1987]",offender (#4.19),shattered dreams,johnny hates jazz,339387.0,47593.0
american masters,1985,no direction home: bob dylan (#19.7),little margaret,bascom lamar lunsford,939820.0,12698.0
unfinished sky,"[2007, 1992]",nan,anthem,leonard cohen,220205.0,709208.0
grand theft auto: san andreas,"[2004, 1988]",nan,critical beatdown,ced-gee+kool keith+moe love+t.r. love+ultramagnetic mcs,360346.0,457782.0
happy days,"[1974, 1977]",fonzie  rock entrepreneur: part 1 (#5.8),heartbreak hotel,mae boren axton+tommy durden+elvis presley+suzi quatro,349522.0,106305.0
melrose place,"[2009, 2010]",nightingale (#1.2),keep it going louder,major lazer / nina sky / ricky blaze,201205.0,151093.0
the video pool,"[1984, 1997]",(#1.165),big mistake,natalie imbruglia,396145.0,282042.0
when you comin back  red ryder?,"[1979, 1990]",nan,walking blues,son house+robert johnson+the paul butterfield blues band,766318.0,721967.0
the blues,"[2003, 1990]",feel like going home (#1.1),walking blues,son house  (as eddie j. house+jr.)+son house,766318.0,239452.0
neoparadise,"[2011, 2008]",jokos woche/klaas scheiï¿½t tim mï¿½lzer zusammen (#1.2),great expectations,the gaslight anthem+brian fallon+chuck ragan,406857.0,165764.0
when albums ruled the world,"[2013, 1965]",nan,like a rolling stone,bob dylan & the band,61572.0,721474.0
wwe backlash,2006,nan,the time is now,wwe john cena and tha trademarc,647232.0,715731.0
smallville,2001,magnetic (#3.7),stupid girl,cold,43146.0,215019.0
the 25th anniversary of wrestlemania,"[2009, 2008]",nan,bawitdaba [explicit live version],kid rock,604550.0,643710.0
tsuma yo! matsumoto sarin jiken: hannin to yobarete... kazoku wo mamori nuita 15 nen,"[2009, 1973]",nan,yesterday once more,richard carpenter+john bettis+the carpenters,72946.0,704224.0
mamas boy,"[2007, 1980]",nan,but i'm different now,paul weller+the jam,352412.0,531789.0
acting out,"[1978, 1996]",nan,desmond blue,paul desmond,25236.0,339460.0
gilmore girls,"[2000, 1994]",twenty-one is the loneliest number (#6.7),i won't dance,jerome kern  with original lyrics by oscar hammerstein ii+revised lyrics by dorothy fields+otto a. harbach+jimmy mchugh+blossom dearie,83446.0,97111.0
the faculty,1998,nan,medication,garbage,44611.0,658956.0
magic trip: ken keseys search for a kool place,"[2011, 1965]",nan,killing floor,howlin' wolf,786854.0,530229.0
jimi hendrix: the guitar hero,"[2011, 1965]",nan,killing floor,howlin' wolf,786854.0,492096.0
beavis and butt-head,"[1993, 1997]",the bride of butt-head (#7.20),this love [live version],pantera,783650.0,25355.0
kingpin,1996,nan,she came on (lp version),super deluxe+braden blake+arrangement with warner special products,724567.0,501923.0
the wedding ringer,"[2015, 2009]",nan,i gotta feeling (fmif remix edit),will.i.am+fergie+taboo+david guetta+apl.de.ap+frederic riesterer+the black eyed peas,736206.0,690701.0
skam,"[2015, 2009]",vil du flytte sammen med meg? (#2.12),i gotta feeling (fmif remix edit),the black eyed peas,736206.0,213967.0
tideland,2005,nan,boom boom,john lee hooker,117901.0,696676.0
operation dumbo drop,1995,nan,boom boom,john lee hooker+david clayton-thomas,117901.0,566985.0
the great outdoors,"[1992, 2007]",michael bublï¿½s vancouver  canada,call me irresponsible (album version),jimmy van heusen+michael bublï¿½,52651.0,247421.0
rap critic reviews,"[2010, 2009]",the top 6 most gut wrenching eminem songs (#5.22),3 a.m.,eminem,63286.0,192629.0
hatley high,"[2003, 2004]",nan,destination: overdrive,chromeo,280949.0,465264.0
electric slide,"[2014, 1980]",nan,soap commercial,the psychedelic furs,67844.0,428405.0
la mï¿½me,"[2007, 1988]",nan,mon lï¿½gionnaire,ï¿½dith piaf,443613.0,508486.0
control,"[2007, 1977]",nan,sister midnight,iggy pop,869855.0,397980.0
tommy,2014,nan,o helga natt,(adam+kock)+sanna nielsen,76975.0,699072.0
daria,"[1997, 1983]",i dont (#2.4),your love is king,sade,196799.0,60827.0
deddo oa araibu ekusutorimu bï¿½chi barï¿½bï¿½ru,"[2003, 1994]",nan,give me a reason,aswad,801143.0,409716.0
knight rider,"[1982, 1983]",mouth of the snake (#2.21),stay with me tonight,jeffrey osborne,534773.0,129829.0
putzfrau undercover,"[2008, 2006]",nan,cash converter [dub machine part 2],hard-fi,716356.0,585782.0
the darkness ii,"[2012, 1992]",nan,no rain,blind melon+christopher thorn+thomas stevens+brad smith+glen graham+shannon hoon,703197.0,655473.0
private parts,"[1997, 1992]",nan,no rain,blind melon  - glen graham+shannon hoon+brad smith+blind melon,703197.0,583437.0
without a paddle,"[2004, 1992]",nan,no rain,glen graham+shannon hoon+brad smith+rogers stevens+christopher thorn+blind melon,703197.0,726137.0
the o.c.,"[2003, 1992]",the rainy day women (#2.14),no rain,blind melon,703197.0,258707.0
som brasil,"[2007, 2006]",marina lima (#5.4),fullgas,marina lima+antï¿½nio cï¿½cero+seu jorge,928322.0,218844.0
saturday night live,1975,anna faris/duffy (#34.3),stepping stone,duffy,71531.0,201305.0
today at wimbledon,1964,2014: day 1,it only takes a minute (splats & stars mix),tavares,402081.0,296124.0
yours  mine & ours,2005,nan,it only takes a minute (splats & stars mix),dennis lambert+brian potter+tavares,402081.0,730999.0
heaven help us,"[1985, 1966]",nan,ain't that peculiar,warren moore+smokey robinson+marvin tarplin+ronald white+marvin gaye,887418.0,466972.0
poetic justice,1993,nan,call me a mack,tim thomas+ted bishop+usher raymond,934060.0,579062.0
dtv valentine,"[1986, 1981]",nan,rock this town,brian setzer+the stray cats,729090.0,402961.0
top of the pops,"[1964, 1981]",(1981-02-19),rock this town,the stray cats,729090.0,301464.0
divine secrets of the ya-ya sisterhood,"[2002, 1988]",nan,walk in jerusalem,mahalia jackson+arrangement with sony music licensing,512655.0,416890.0
greys anatomy,"[2005, 2007]",didnt we almost have it all? (#3.25),closer,coburn,2700.0,102628.0
nhl 2004,2003,nan,the ghosts of me and you (album version),less than jake,471319.0,551785.0
welcome to the 80s,"[2009, 1981]",synthiepop und new romantic (#1.2),let's all make a bomb,heaven 17,781146.0,317185.0
music scene,1969,(#1.3),here i go again,smokey robinson+warren moore+al cleveland+the miracles,258647.0,161125.0
mike and dave need wedding dates,2016,nan,feel so good (album version),ronald bell+allen westfield+claydes smith+robert kool bell+george funky brown+robert spike mickens+dennis d.t. thomas+joe galdo+lawrence dermer+rafael vigil+mase+arrangement with warner music group film+tv licensing,621742.0,540805.0
the weekend it lives,1992,nan,treat 'em right (original vocal),chubb rock,688665.0,690803.0
yoga hosers,"[2016, 1987]",nan,wishing well,terence trent darby+sean oliver,527788.0,729536.0
ochï¿½ntame... otra vez,"[2014, 1999]",somos rumberos (#3.4),el del medio de los chichos,estopa,761119.0,170021.0
the last concert: dolly dots,"[1988, 2001]",nan,leila (the queen of sheiba),peter van asten+richard de bois+de dolly dots,312535.0,668911.0
chalet girl,"[2011, 2010]",nan,where we belong (radio edit),lostprophets,950521.0,388031.0
top of the pops,"[1964, 1976]",(1976-11-04),hurt,the manhattans,527531.0,298862.0
reading and leeds festival,2009,maximo park & ian brown (#1.4),golden gaze,ian brown,525325.0,193184.0
reading and leeds festival,"[2009, 2005]",arctic monkeys (#1.5),standing in the way of control,gossip,232023.0,193104.0
t4 on the beach 2009,"[2009, 2005]",nan,standing in the way of control,gossip,232023.0,638157.0
late show with david letterman,"[1993, 2007]",(2007-08-02),i've got the world on a string (album version),harold arlen+michael bublï¿½,390502.0,135953.0
evening,2007,nan,i've got the world on a string (album version),harold arlen+ted koehler+michael bublï¿½+arrangement with warner music group film+tv licensing,390502.0,433343.0
out of nowhere,"[2012, 1972]",nan,music man,kevin cronin+reo speedwagon,245291.0,568716.0
into the cold: a journey of the soul,"[2010, 2007]",nan,home,great northern,869868.0,485972.0
private practice,2007,love bites (#3.14),burned to the ground,tingsek,793948.0,188126.0
top of the pops,1964,(1996-04-11),just a little bit (motiv8-radio edit),gina g,355693.0,302845.0
made in chelsea,2011,im so honest with everyone  maybe its a downfall (#1.3),f.e.a.r.,ian brown,746426.0,146792.0
neuf garï¿½ons  un coeur,"[1948, 1988]",nan,les trois cloches,ï¿½dith piaf+les compagnons de la chanson+jean villard,422690.0,554800.0
iheart radio jingle ball concert special 2014,"[2014, 2008]",nan,apologize,ryan tedder+onerepublic,50322.0,733191.0
todds pop song reviews,"[2009, 2008]",counting stars vs. demons (#5.19),apologize,onerepublic,50322.0,296539.0
teresa brewer and the firehouse five plus two,"[1951, 1991]",nan,old man mose,louis armstrong+zilner randolph+teresa brewer,961381.0,641799.0
daria,"[1997, 2000]",legends of the mall (#4.10),that's what i'm looking for,da brat,783.0,60857.0
soda stereo: el ï¿½ltimo concierto,"[2005, 1995]",nan,disco eterno,gustavo cerati+zeta bosio+charly alberti+soda stereo,396528.0,620902.0
dead kennedys: dmpos on broadway,"[1985, 1982]",nan,riot,jello biafra+east bay ray+klaus flouride+bruce slesinger+dead kennedys,140450.0,407753.0
feestje,2004,nan,don't say that you love me,tjeerd oosterhuis+trijntje oosterhuis,691839.0,437947.0
tommy emmanuel: center stage,"[2008, 2004]",nan,old town,tommy emmanuel,953233.0,699120.0
el sï¿½ptimo de caballerï¿½a,"[1998, 1994]",(1999-10-20),tu voyeur,miguel rï¿½os+jorge drexler,252083.0,80938.0
i pass for human,"[2004, 1987]",nan,fields of fire,lydia lunch  / rowland s. howard+rowland s. howard,290083.0,479610.0
wings of the crow,"[2000, 2007]",nan,black sunshine (indestructible ,white zombie,392070.0,725341.0
the british invasion returns,"[2000, 1968]",nan,love is all around,reg presley+the troggs,616940.0,651336.0
bones,"[2005, 2010]",the mastodon in the room (#6.1),adorable,artist vs. poet,288600.0,34251.0
azur et asmar,2006,nan,la chanson dazur et asmar (v f),gabriel yared_hiam abbass,471480.0,356164.0
you instead,2011,nan,heavy cross (siriusmo remix),beth ditto+brace paine+hannah blilie+gossip,318402.0,729989.0
t4 on the beach 2009,2009,nan,heavy cross (siriusmo remix),gossip,318402.0,638158.0
breakin 2: electric boogaloo,"[1984, 2003]",nan,din daa daa,pulsedriver / george kranz,733213.0,376051.0
the last american virgin,"[1982, 1980]",nan,whip it,devo,140356.0,668823.0
caring & sharing,"[2016, 1980]",nan,whip it,devo,140356.0,384879.0
top of the pops 2,"[1994, 1967]",britpop: then and now,itchycoo park,the small faces,428401.0,298420.0
bones,2005,stargazer in a puddle (#2.21),blue jeans blues [remastered album version],zz top,130470.0,33994.0
fireproof,2008,nan,brighter days,leeland dayton mooring+leeland,175622.0,440113.0
the polar express,2004,nan,rockin' on top of the world (album version),glen ballard+alan silvestri+steven tyler,953152.0,678897.0
grand theft auto: san andreas,"[2004, 1992]",nan,revolution,dennis brown,393481.0,457899.0
20 to 1,"[2005, 2000]",greatest aussie chart toppers (#9.9),man of the hour,john farnham+steve kipner+dane deviller+sean hosein,400842.0,1302.0
paper moon,"[1973, 1996]",nan,i found a million dollar baby (in a five and ten cent store),harry warren+victor young+his orchestra  with the boswell sisters,58317.0,570890.0
only fools and horses....,"[1981, 1988]",dates (#5.9),burning bridges (on and off and on again),francis rossi+andy bown+status quo,145418.0,174455.0
ï¿½donde estabas tï¿½ en los 70?,"[2012, 1975]",nan,y tï¿½ te vas,josï¿½ luis perales,636915.0,733608.0
