_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists
60767371,597363,471452,sweet sensation,1978.0,the melodians,sweet talk,0,the q tips
60776801,669631,310566,old time religion,1978.0,the band,old stars,2005,jack the ripper
60788336,303425,259106,im outta love,1964.0,anastacia,one love,1994,nas
60789889,722730,259106,fun dream love dream,2009.0,jonas stein+john eatherly+max van peebles+turbo fruits,one love,1994,nas
60790136,688814,48913,a white demon love song,2009.0,brandon flowers+dave keuning+mark stoermer+ronnie vannucci+the killers,a white demon love song (soundtrack album version),0,the killers
60791603,733894,252538,the blues,1995.0,randy newman+bj�rn skifs,on the bridge,2007,randy edelman
60791958,679540,252538,friends on the other side,2009.0,randy newman+keith david,on the bridge,2007,randy edelman
60792298,710096,252538,two hearts on the loose tonight,1984.0,randy bishop,on the bridge,2007,randy edelman
60794303,706506,574535,the star spangled banner,1988.0,jimi hendrix,outro - star spangled banner,0,jimi hendrix
60795882,667418,562306,the swing thing,1995.0,george romanis,samba swing,0,furious george
60797861,455497,538797,welcome back,1978.0,john sebastian,don't look back,0,john o'callaghan
60801904,234742,630685,bad blood,1998.0,neil sedaka+phil cody,bad blood,1987,neil sedaka
60802700,677465,836393,parents just dont understand,1998.0,pete harris+will smith+dj jazzy jeff+the fresh prince,parents just don't understand,0,dj jazzy jeff & the fresh prince
60808439,651869,502373,my romance,1943.0,adrian foley+judy kelly,my heart,2000,junior kelly
60818757,502533,701778,be your own,1998.0,rebekah,be your own (lp version),1998,rebekah
60823570,602947,35448,do ya  do ya (wanna please me),1987.0,samantha fox,do ya do ya (wanna please me),1986,samantha fox
60841847,732921,442446,get down roff,1995.0,dj alien,get loaded,0,dj quik
60841900,640304,442446,get it up,1996.0,dj victor grafia,get loaded,0,dj quik
60842071,571561,314397,dont stop the music (original mix),2013.0,,backroom honey (original mix),0,saeed younan
60842086,501407,314397,eyes on the prize (original mix),2011.0,,backroom honey (original mix),0,saeed younan
60843503,582223,832373,spring nicht,2007.0,dave roth+david jost+peter hoffmann+patrick benzner+bill kaulitz+tokio hotel,spring nicht,2007,tokio hotel
60857182,127805,729750,the lovers,2003.0,the future sound of london,the holy harbour,0,voice of the seven woods
60858873,732054,819872,you,2004.0,walter donaldson+harold adamson,you're so fine,1953,little walter
60872241,466655,487805,sea of heartbreak,1986.0,hal david+paul hampton+don gibson,sea of heartbreak,1961,don gibson
60874004,245025,309161,secret,2013.0,missy higgins,secret [commentary],0,missy higgins
60874465,273619,484031,first call,2014.0,david guy,my first love,2008,craig david
60874520,609955,484031,my first love,2008.0,craig david+salaam remi+arrangement with warner music group film+tv licensing,my first love,2008,craig david
60874680,730911,484031,my father,1999.0,craig armstrong,my first love,2008,craig david
60875198,139597,484031,to love,2007.0,david wilcox,my first love,2008,craig david
60875822,733086,484031,modern love,1999.0,david bowie,my first love,2008,craig david
60878413,415824,863591,in the still of the nite,1987.0,fred parris+the five satins,something in the air,2001,five
60880936,632696,74244,love is easy,1989.0,gary stockdale+rubin mizrahi,love isolation,1992,gary numan
60882027,640639,220086,song for the young folk,2012.0,tommy newsom,the folk singer,1966,tommy roe
60889916,187338,169231,hold on to me,2010.0,the cold+lovely,hold on,2002,the pink fairies
60890439,300619,169231,sail on,1964.0,the commodores,hold on,2002,the pink fairies
60890688,648230,169231,what goes on,2009.0,the beatles,hold on,2002,the pink fairies
60895129,433282,563151,something doing,2004.0,scott joplin,something doing,1987,scott joplin
60901488,654526,455121,i want to eat your face,1983.0,bruce kimmel,go to your heart,0,bruce robison
60905856,644270,2707,drunk girl,2010.0,j. chris newberg,famous girl,0,chris brown
60917416,575971,818650,ballad of william worthy,2010.0,phil ochs,ballad of oxford (jimmy meredith),1986,phil ochs
60922234,431329,557718,shrine of sringar,1999.0,mudd/gita/dubulah/trapp+loop guru,shrine of srinigar,2001,loop guru
60923847,341300,233238,todo va mal - taxi chase,2015.0,simon smith,taxi,2010,simon patterson
60926078,681819,563473,the one on the right is on the left,1967.0,jack clement+johnny cash,on the surface,1990,rosanne cash
60928427,719743,173429,hey jupiter,2004.0,tori amos,hey jupiter,1996,tori amos
60928915,168071,369958,la gavina,2010.0,frederic sir�s+marina rossell,la gavina,0,marina rossell
60928916,432261,369958,la gavina,1979.0,frederic sir�s+marina rossell,la gavina,0,marina rossell
60939017,384013,739259,stripped  raped and strangled,2000.0,chris barnes+alex webster+jack owen+rob barrett+cannibal corpse,stripped raped and strangled,2000,cannibal corpse
60943726,310049,948329,so young,1989.0,the corrs,so young ( lp version ),1997,the corrs
60943740,722422,948329,so young,2000.0,jim corr+andrea corr+sharon corr+caroline corr+the corrs,so young ( lp version ),1997,the corrs
60955203,721169,587707,what i say and what i mean,2006.0,the like,and what fallout!,2005,the kingsbury manx
60957328,214330,84490,happy birthday,2007.0,altered images,outro: happy birthday,0,altered images
60957329,617407,84490,happy birthday,1984.0,altered images,outro: happy birthday,0,altered images
60962733,464085,954780,dirty back road,1997.0,the b-5s,dirty blonde,2004,the bad plus
60963275,663795,23609,stuck in the middle with you,2012.0,joe egan+gerry rafferty+stealers wheel,stuck in the middle with you,1973,stealers wheel
60963281,701669,23609,stuck in the middle with you,2016.0,stealers wheel+gerry rafferty+joe egan,stuck in the middle with you,1973,stealers wheel
60963287,192182,23609,stuck in the middle with you,2010.0,stealers wheel,stuck in the middle with you,1973,stealers wheel
60963293,122736,23609,stuck in the middle with you,2005.0,stealers wheel,stuck in the middle with you,1973,stealers wheel
60968579,732480,699308,thunder in the sky,2008.0,the dirtbombs+collins / the dirtbombs,lucy in the sky with desi,0,bomb
60973781,301066,152045,talk of the town,1964.0,the pretenders,town of 85 lights,2008,the occasional keepers
60976186,402543,581248,as coisas t�o mais lindas,2000.0,nando reis+c�ssia eller,as coisas t�o mais lindas,1999,c�ssia eller
60980504,188368,627370,the little things,2008.0,colbie caillat,the little things,2007,colbie caillat
60997233,674131,410832,back in the game,2005.0,dj mo shtyles,indiscretions in the back of the limo,0,dj quik
60999407,446106,176459,losing control,2011.0,oliver butler+fergus williams,control freak,2004,saul williams
61002368,500763,372396,down on your luck,2009.0,the reveillons,rain on your parade,0,the charade
61002641,272093,372396,keep your eyes on the hands,1956.0,the top twenty,rain on your parade,0,the charade
61006361,284380,645958,my country tis of thee,1999.0,thomas augustine arne+lyrics by samuel francis smith+david crosby+graham nash,my country 'tis of thee (2006 remastered lp version),0,david crosby
61006766,430905,135741,6 underground,1998.0,chris corner+the sneaker pimps,6 underground,1996,sneaker pimps
61006767,198105,135741,6 underground,1999.0,chris corner+liam howe+ian pickering+the sneaker pimps,6 underground,1996,sneaker pimps
61006768,648300,135741,6 underground (the umbrellas of ladywell mix #2),2007.0,john barry+chris corner+liam howe+the sneaker pimps,6 underground,1996,sneaker pimps
61006784,251185,135741,six underground,1997.0,sneaker pimps,6 underground,1996,sneaker pimps
61007458,272350,689881,when you wish upon a star,1956.0,the top twenty,don't you wish,2007,the procession
61008389,63563,689881,find you ,2001.0,the artist life,don't you wish,2007,the procession
61009040,523288,116268,corrido de juan charresqueado,1968.0,v�ctor cordero+jorge negrete,corrido de jorge torres,0,jorge negrete
61010383,394080,26449,the brooklyn bounce,2007.0,alan moorhouse,the burial,0,alan barratt
61010766,342108,26449,humiliate the boy,1992.0,alan menken+jonathan freeman,the burial,0,alan barratt
61011110,657122,26449,the london fog,2003.0,alan bernhoft,the burial,0,alan barratt
61012925,369088,26449,the detectives interlude,2009.0,alan tew,the burial,0,alan barratt
61015452,64060,375812,did she look,2001.0,dan godlin,she don't look back,1987,dan fogelberg
61026199,217294,56728,clap back,2005.0,ja rule,clap back,2003,ja rule
61027088,113367,22560,fire escape,2004.0,fanfarlo,fire escape,2009,fanfarlo
61028286,314406,383046,every night,1978.0,paul mccartney,devil's night fire,0,paul woolford
61030218,520721,208802,stop your sobbing,1985.0,ray davies+the pretenders,stop your sobbing (2006 remastered lp version),0,pretenders
61031284,632238,578965,new rose,2011.0,the damned,new rose,1976,the damned
61031311,690420,578965,new slang,2010.0,the shins,new rose,1976,the damned
61031324,699383,578965,new girl,1999.0,the suicide machines,new rose,1976,the damned
61031375,694450,578965,new york city,2009.0,the demics,new rose,1976,the damned
61033238,632438,200031,blue shadows,1984.0,the blasters+dave alvin,the blue vessel,0,the gathering
61033535,496123,200031,spanish blue,1997.0,the aqua velvets,the blue vessel,0,the gathering
61033899,725617,200031,the bug,2008.0,the cool raiders,the blue vessel,0,the gathering
61034151,657041,200031,the end,1987.0,the doors,the blue vessel,0,the gathering
61034195,136048,200031,the weekenders,1993.0,the hold steady,the blue vessel,0,the gathering
61034273,601465,200031,the trick,2005.0,the prodigy,the blue vessel,0,the gathering
61034458,25269,200031,the damned,1993.0,the plasmatics,the blue vessel,0,the gathering
61034760,700968,200031,the shimmy,2010.0,the upsetters,the blue vessel,0,the gathering
61035073,720811,200031,the captain,2014.0,the phoenix foundation,the blue vessel,0,the gathering
61035273,335718,200031,the sandman,2012.0,the chemical brothers,the blue vessel,0,the gathering
61035389,601375,200031,the apothecary,2010.0,enter the haggis,the blue vessel,0,the gathering
61035417,471737,200031,the rain,2009.0,the bloody hollies,the blue vessel,0,the gathering
61035444,344334,200031,the irony,2011.0,the malpractice,the blue vessel,0,the gathering
61035690,244776,200031,the odds,2013.0,the cabin project,the blue vessel,0,the gathering
61035970,721766,717038,jack o diamonds,2011.0,lonnie donegan,jack o'diamonds,2002,lonnie donegan
61036784,376562,650544,cant stop my heart,1992.0,the twistoffs,here goes my heart,0,the weather girls
61036825,529049,650544,baby you make my heart sing,2009.0,the channels,here goes my heart,0,the weather girls
61041805,303120,647983,hanging around,1964.0,the cardigans,hanging around,1998,the cardigans
61041851,641310,647983,keep me hanging,2016.0,the derelict kicks,hanging around,1998,the cardigans
61041917,699894,647983,i get around,1997.0,the beach boys,hanging around,1998,the cardigans
61041950,719649,647983,ill be around,2014.0,the mills brothers,hanging around,1998,the cardigans
61041968,594411,647983,around the moon,2013.0,the electrical fire,hanging around,1998,the cardigans
61055939,690803,921772,treat em right,1992.0,chubb rock,treat 'em right (chubb mental),0,chubb rock
61058851,657041,585299,the end,1987.0,the doors,the mic wreckers,1994,the treacherous three
61058975,601465,585299,the trick,2005.0,the prodigy,the mic wreckers,1994,the treacherous three
61059161,25269,585299,the damned,1993.0,the plasmatics,the mic wreckers,1994,the treacherous three
61059463,700968,585299,the shimmy,2010.0,the upsetters,the mic wreckers,1994,the treacherous three
61060174,344334,585299,the irony,2011.0,the malpractice,the mic wreckers,1994,the treacherous three
61063845,727398,901200,step up,2004.0,drowning pool,warm'n up,0,dro
61072263,717172,393018,dumbo flies,2001.0,,lies,1966,nancy sinatra
61072310,623354,393018,to lure the swans and flies,2007.0,,lies,1966,nancy sinatra
61085205,549281,204366,right now,1987.0,herbie mann+lyrics by carl sigman+the creatures+budgie ),right now [lp version],0,herbie mann
61085597,681201,680787,god bless america,1983.0,kate smith,god bless america,1988,kate smith with mixed chorus and orchestra
61089434,714206,573707,first impressions,1991.0,the checks,first floor,0,the glitterati
61089435,193191,573707,first love,2009.0,the maccabees,first floor,0,the glitterati
61097654,649565,312524,goodnight my love (pleasant dreams),1987.0,george motola+john marascalco+jesse belvin,goodnight my love,1962,jesse belvin
61099045,306835,312524,bleeding love,2011.0,jesse mccartney+ryan tedder+edurne,goodnight my love,1962,jesse belvin
61100572,343409,49253,lui ou toi,2004.0,aliz�e,lui ou toi,2000,aliz�e
61100916,514564,153207,thats the way,2003.0,jimmy page+robert plant+led zeppelin,that's the way (live album version),0,led zeppelin
61102281,723424,395055,the farmers in the dell,1935.0,the jury,put the gurus in charge,2009,hallelujah the hills
61103137,703022,395055,back in the day punk,2011.0,the secretions,put the gurus in charge,2009,hallelujah the hills
61103145,443154,395055,a day in the life,2010.0,the beatles,put the gurus in charge,2009,hallelujah the hills
61103307,731694,395055,zebra in the kitchen,1965.0,the standells,put the gurus in charge,2009,hallelujah the hills
61103507,320969,395055,in the shadows,1973.0,the rasmus,put the gurus in charge,2009,hallelujah the hills
